上市公司代码()_ComCd,最新公司全称_LComNm,最新公司英文名称_LComNm_eng,A股股票简称_A_LStkNm,A股股票代码_A_StkCd,主营业务_MainBusiness,证监会行业门类名称_CsrcIcNm1,省份与直辖市名称_Prov
C600242,中昌海运股份有限公司,Zhongchang Marine Company Limited.,中昌海运,600242,经营沿海、内河货物运输，船舶租赁、买卖，货物代理、代运业务，现代物流、仓储服务（不含危险化学品及易燃易爆物品），航道疏浚、港口、海洋工程及配套工程，为油田的勘探、开发、生产提供船舶服务，海洋养殖、海洋捕捞、渔船修理、海产品加工、旅游、酒店、娱乐、饮食服务、房地产开发（以上经营项目另设分支机构经营）；海产品收购；实业投资；农业开发；信息技术开发与咨询；销售家电及五金交电、建筑装修材料。,农、林、牧、渔业,广东
C600243,青海华鼎实业股份有限公司,"Qinghai Huading Industrial C0., ltd.",青海华鼎,600243,高科技机械产品开发、制造，数控机床、加工中心、专用机械设备、石油机械、环保设备、食品机械的制造和销售；技术服务及咨询；电热设备、电子产品、家用电器、制冷设备、不锈钢制品的制造与销售；经营国家禁止和指定公司经营以外的进出口商品；经营进出口代理业务；经营房屋租赁业务。,制造业,青海
C600246,北京万通地产股份有限公司,"Beijing Vantone Real Estate Co.,Ltd",万通地产,600246,房地产开发；销售商品房；停车场建设及经营管理；信息咨询（不含中介）；技术咨询；劳务派遣；股权投资及管理；资产管理。,房地产业,北京
C600247,吉林成城集团股份有限公司,"Jilin Chengcheng Group Co., ltd",成城股份,600247,企业利用自有房屋对外出租；机械设备、五金交电及电子产品批发、零售：计算机软件开发及技术咨询、服务；仓储业；污水处理及其再生利用（需专项审批除外）。进出口贸易（国家法律法规禁止的进出口商品除外）、有色金属经销； 经营方式：租赁、批发、零售、服务。,批发和零售贸易,吉林省
C600248,陕西延长石油化建股份有限公司,"Shaanxi Yanchang Petroleum Chemical Engineering Co.,Ltd.",延长化建,600248,化工石油工程施工、市政公用工程施工、房屋建筑工程施工总承包；机电设备安装工程、防腐保温工程、土石方工程、钢结构工程、消防设施工程专业承包；小型平面定轮闸门、中型弧形闸门的制造、安装；球形储罐现场组焊；第一类压力容器、第二类低、中压容器的制造、销售；设备吊装、运输；汽车大修、总成修理、维修、小修及汽车专项修理；油气勘探开发配套管材、设备、材料销售及对外工程承包；石油化工设备制造、销售；机械制造、安装、销售等业务。土地综合开发，化工、机电、百货的销售；自营和代理各类商品和技术的进出口（国家限定公司经,建筑业,陕西
C600249,柳州两面针股份有限公司,"Liuzhou Liangmianzhen Co.,Ltd.",两面针,600249,牙膏（国家专项规定的除外）、发用化妆品、香皂、膏霜、香水类、牙刷、旅游用品、家用卫生用品、包装用品、日用化学品、洗涤用品的生产销售；纸及纸制品生产、销售；纸品加工，牙膏原材料生产、销售；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）；日用百货、五金交电、服装鞋帽、化工产品及原料（不含易燃易爆危险品）、纸及纸制品、塑料及其制品、金属材料的购销。,制造业,广西
C600250,南京纺织品进出口股份有限公司,"Nanjing Textiles Imp\/exp Corp., ltd.",南纺股份,600250,"纺织品进出口及代理进出口业务，""三来一补""，承办中外合资，经营合作生产业务，经营国家放开经营的其他商品进出口业务（按外经贸部批文）；百货，五金交电，电子产品，化工产品，化工原料，金属材料，建筑材料的销售；对外劳务合作业务；对外派遣工程，生产及服务行业的劳务人员（不含海员）；煤炭批发经营；金银制品、珠宝首饰的销售与批发。",批发和零售贸易,江苏
C600251,新疆冠农果茸集团股份有限公司,"Xingjiang Guannong Fruit & Antler Group Co., Ltd.",冠农股份,600251,果业种植、仓储、加工及销售；农业综合开发；马鹿养殖；机电设备（汽车及国家有专项审批规定的除外）、五金交电产品、百货、建筑材料、化工产品（有毒除外）、钢材的销售。包装制品的开发、加工、销售。自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。开展边境小额贸易出口业务。经营本企业自产产品及相关技术的出口业务、经营本企业生产、科研所需的机械设备、零配件、原辅材料的进口业务，经营进料加工和'三来一补'。鹿产品的加工及销售。,制造业,新疆
C600252,广西梧州中恒集团股份有限公司,"Guangxi Wuzhou Zhongheng Group Co., ltd.",中恒集团,600252,对医药、能源、基础设施、城市公用事业、酒店旅游业、物流业的投资与管理；房地产开发与经营（二级）、投资；自有资产经营与管理；国内商业贸易（除国家有专项规定以外）。,制造业,广西
C600253,河南天方药业股份有限公司,"Henan Topfond Pharmaceutical Co.,Ltd.",天方药业,600253,"片剂、胶囊剂、颗粒剂、大容量注射剂、小容量注射剂、口服液、酊剂、软膏剂、眼膏剂、糖浆剂、散剂、原料药（以上范围按许可证经营），经营本企业自产产品及相关技术的出口；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进出口业务。经营本企业的进料加工和""三来一补""业务。（国家禁止和限制的除外）",制造业,河南
C600255,安徽鑫科新材料股份有限公司,"Anhui Xinke New Materials Co.,Ltd.",鑫科材料,600255,铜基合金材料、金属基复合材料及制品、超细金属及特种粉末材料、稀有及贵金属材料（不含金银及制品）、粉末冶金及特种材料、特种电缆、电工材料及其它新材料开发、生产、销售；本企业自产产品及技术出口以及本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术进出口业务。,制造业,安徽
C600256,广汇能源股份有限公司,"Guanghui Energy Co.,Ltd.",广汇能源,600256,"许可经营项目：煤炭销售。一般经营项目：液化天然气、石油、天然气、煤炭、煤化工、清洁燃料汽车应用、加注站建设的项目投资与技术服务等；煤炭批发经营；一般货物与技术的进出口经营；国内商业购销。"" （具体以工商登记为准）",房地产业,新疆
C600257,大湖水殖股份有限公司,"Dahuaquaculture Co., ltd.",大湖股份,600257,水产品、水禽养殖、加工、销售及深度综合开发；生物工程（国家有专项规定的除外）研究、开发；经营本企业自产产品及技术的出口业务，经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和禁止进出口的商品及技术除外），经营进料加工和”三来一补“业务；广告的策划、设计、制作、发布、代理；酒店、餐饮、娱乐经营；食品、饮料、机械电子设备、建筑材料（不含硅酮胶）、五金、交电、百货、纺织品及政策允许的化工产品，金属材料，矿产品的销售；包装材料的加工销售。,农、林、牧、渔业,湖南
C600258,北京首旅酒店(集团)股份有限公司,"BTG Hotels (Group) Co., Ltd.",首旅酒店,600258,项目投资与管理；饭店经营与管理；物业管理；出租商业用房；旅游服务；旅游产品开发、销售；出租汽车客运；信息咨询；承办展览展示活动；餐饮服务；设计、制作、代理、发布国内及外商来华广告；信息咨询；技术开发、技术服务、技术咨询。餐饮服务（含凉菜、含裱花蛋糕、含生食海鲜产品）；住宿；酒吧；洗衣服务；零售卷烟、雪茄烟；零售、出租音像制品；销售食品、书刊、二类普通诊察器械（不含未经行业主管部门批准的）、医用橡胶制品；公开发行的国内书刊；戏剧表演、接待文艺演出；健身；棋；牌；台球；保龄球；旅游接洽；代客订购车票,社会服务业,北京
C600259,广晟有色金属股份有限公司,"Rising Nonferrous Metals Share Co., Ltd.",广晟有色,600259,有色金属（含稀有稀土金属）矿采选与贵金属矿采选项目的投资及管理；有色金属（含稀有稀土金属）冶炼、贵金属冶炼；有色金属合金制造、有色金属压延加工；有色金属产品的收购、加工和销售；物流运输仓储（危险品除外）项目的投资及管理；建筑材料、机械设备及管道安装、维修；有色金属矿冶炼科研设计；有色金属企业管理信息咨询服务；化工产品（危险品除外）、有色金属、建筑材料国内贸易；项目投资。（凡需行政许可的项目凭许可证经营）,采掘业,海南
C600260,湖北凯乐科技股份有限公司,"Kaile Technology Co.,ltd.Hubei",凯乐科技,600260,塑料硬管及管件、软管、管材、塑料零件及塑料土工合成材料、网络光缆塑料护套材料、装饰材料、建筑材料的制造及销售；化工产品（不含化学危险品及国家限制的化学品）、光纤、光缆产品、通信电缆、化工新材料（不含化学危险品及国家限制经营的化学物品）的制造与销售；市政工程、基础设施工程；饮食服务、文化娱乐服务；兼营钢材销售及对外投资；散装食品、预包装食品批发兼零售（经营期限与许可证核定的经营期限一致）。,制造业,湖北
C600261,浙江阳光照明电器集团股份有限公司,"ZheJiang YanKon Group Co.,Ltd",阳光照明,600261,照明电器及其仪器设备的开发、制造、销售、服务；电工、电器及其原辅材料、照明电器原辅材料、元器件、仪器设备的销售；生产和销售LED照明产品、LED技术开发与服务；照明系统的设计安装，节能环保工程的承接和综合技术服务，经营进出口业务和对外经济合作业务（以工商局核准为准）。,制造业,浙江
C600262,内蒙古北方重型汽车股份有限公司,"Inner Mongolia North Hauler Joint Stock Co.,Ltd.",北方股份,600262,开发、制造各种型号的 “特雷克斯”牌的非公路（或工矿两用）自卸汽车，以及铲运机、装载机、推土机、挖掘机等工程机械及相应的零部件，销售自产产品并提供售后服务，产品及零部件维修（包括大修）业务，保税库业务。,制造业,内蒙古
C600263,路桥集团国际建设股份有限公司,"CrbcInternationalCo.,Ltd",路桥建设,600263,公路、桥梁、机场、港口、隧道、给水、排水及其他土木工程建设项目的总承包；建筑机械开发、制造、销售；实业投资；高科技产品的开发；公路收费经营；交通工程管理咨询；房地产咨询。,建筑业,北京
C600265,云南景谷林业股份有限公司,"Yunnan Jinggu Forestry Co.,ltd",*ST景谷,600265,脂松香、脂松节油、α蒎烯、β蒎烯等林产化工系列产品及相关技术的出口业务；经营本企业生产科研所需原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务，林产化工产品制造（不含管理商品），人造板，森林资源培育，木材采运、加工、林业技术开发研究，畜牧业。,农、林、牧、渔业,云南
C600266,北京城建投资发展股份有限公司,"Beijing Urban Construction Investment& Development Co., ltd.",北京城建,600266,房地产开发、销售商品房；投资及投资管理；销售金属材料、木材、建筑材料、机械电器设备；信息咨询(不含中介服务)；环保技术开发、技术服务；法律、法规禁止的，不得经营；应经审批的，未获审批前不得经营；法律法规未规定审批的，企业自主选择经营项目，开展经营活动。,房地产业,北京
C600267,浙江海正药业股份有限公司,"Zhejiang Hisun Pharmaceutical Co., ltd",海正药业,600267,"    许可经营项目：药品的生产，兽药的生产、销售。 
    一般经营项目：经营进出口业务。（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目。） 
    服务：医药相关产品及健康相关产品的技术开发、技术咨询、成果转让，临床试验数据的管理与统计分析，翻译，以承接服务外包方式从事数据处理等信息技术和业务流程外包服务""。（以最终获得工商部门核准登记的内容为准）",制造业,浙江
C600268,国电南京自动化股份有限公司,"Guodian Nanjing Automation Co.,Ltd.",国电南自,600268,    继电保护系统、控制系统、电力自动化系统、监测系统、管理信息系统、调度自动化系统、轨道交通等工业自动化系统、节能减排系统、储能工程系统、新能源及新技术的利用与开发系统、大坝及岩土工程系统、水电水资源自动化和信息化系统、视频监控及安全技术防范系统、计算机信息集成系统等的开发、设计、生产制造、销售、技术支持和咨询服务； 高低压电器及传动设备、智能测试设备、智能仪器仪表等产品的研发、设计、制造、销售和服务； 电力行业（新能源发电）建设工程、环境保护及水处理工程、电力及工矿企业建设工程等的开发、设计、生,制造业,江苏
C600269,江西赣粤高速公路股份有限公司,"Jiangxi Ganyue Expressway Co.,Ltd.",赣粤高速,600269,项目融资、建设、管理、经营；公路、桥梁和其他交通基础设施的投资、建设、管理、收费、养护管理以及公路、桥梁和其他交通基础设施的附属设施(汽车维修、加油站、餐饮、广告等)的开发和经营；高等级公路通讯、监控、收费系统及其设备、交通配套设施的生产、加工、销售及施工；交通工程咨询；苗圃和园林绿化；筑路材料加工和经营。,交通运输、仓储业,江西
C600270,中外运空运发展股份有限公司,"Sinotrans Air Transportation Development Co.,Ltd.",外运发展,600270,"    一般经营项目：承办空运进出口货物和过境货物的国际运输代理业务，包括：揽货、分拨、订舱、包机、仓储、中转、物流服务、国际多式联运、集装箱拼装拆箱、结算运杂费、报关、报验、保险、以及相关的短途运输服务及运输、咨询业务；与以上业务相关的咨询、服务、展览、技术交流；资产管理；实业投资；寄递业务（信件和其他具有信件性质的物品除外）。  
    许可经营项目：国际航线或澳门、台湾地区航线或者特殊管理的国内航空运输航线的航空客货销售代理业务（危险品除外）；国内航线除香港、澳门、台湾地区航线外的航空货运销售代理",交通运输、仓储业,北京
C600271,航天信息股份有限公司,Aisino Co.Ltd.,航天信息,600271,一般经营项目：计算机软件的技术开发、技术咨询和技术服务；企业管理咨询；计算机数据库服务；计算机软件、打印纸的销售；电子及通信设备、计算机及外部设备、智能机电产品、财税专用设备的研制、生产、销售；信息安全技术、信息技术、网络及终端技术、多媒体技术、工业自动化控制技术、环保技术、生物工程技术的开发、转让、咨询、培训；化工材料（不含危险化学品）销售；经济信息咨询；进出口业务；房屋租赁业务；智能卡及电子标签的研制、生产、销售；电子产品专业设备的研制、生产、销售、技术服务；物联网及传感网相关技术研发、生产,信息技术业,北京
C600272,上海开开实业股份有限公司,"Shanghai Kai Kai Industrial Co., ltd.",开开实业,600272,生产衬衫、羊毛衫、针绵织品、服装、鞋帽，纺织面料；内销日用百货，五金交电、一般工艺品、皮革制品、玻璃制品、雨具；销售自产产品并提供产品咨询及售后服务；自有房屋出租（涉及许可证凭许可证经营）；对外投资。,制造业,上海
C600273,华芳纺织股份有限公司,"HuaFang Textile Co,.Ltd",华芳纺织,600273,"针纺织品、服装制造,纺织原料销售,实业投资；经营本企业自产产品及技术的出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务；污水处理、环保项目建设及管理。",制造业,江苏
C600275,湖北武昌鱼股份有限公司,"Hubei Wuchangyu Co., ltd",武昌鱼,600275,淡水鱼类及其它水产品养殖、畜禽养殖、蔬菜种植及以上产品的销售；饲料、渔需品的生产、销售；经营本企业自产水产品、蔬菜、牲猪（对港、澳地区除外）的出口业务；经营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；科技服务及对相关产业投资。,农、林、牧、渔业,湖北
C600276,江苏恒瑞医药股份有限公司,"Jiangsu Hengrui Medicine Co., ltd.",恒瑞医药,600276,片剂（含抗肿瘤药）、口服溶液剂、混悬剂、无菌原料药（含抗肿瘤药）、原料药（含抗肿瘤药）、麻醉药品、精神药品、软胶囊剂（含抗肿瘤药）、冻干粉针剂（含抗肿瘤药）、粉针剂（抗肿瘤药、头孢菌素类）、大容量注射剂（含多层共挤输液袋、含抗肿瘤药）、小容量注射剂（含抗肿瘤药）、硬胶囊剂（含抗肿瘤药）、凝胶剂、乳膏剂的制造、销售（均按许可证核定内容经营）；一般经营项目：自营和代理各类商品及技术的进出口业务，但国家限定公司经营或禁止进出口的商品和技术除外。,制造业,江苏
C600277,内蒙古亿利能源股份有限公司,Inner Mongolia Yili Energy Company Limited,亿利能源,600277,"甘草、麻黄草等中药材的种植、收购、加工销售；建筑材料、化工产品（除专营）销售；经济林木种植、收购、加工销售；养殖业及其产品的收购、加工、生产销售；经营本企业自产产品及相关技术的出口业务；经营本企业生产科研所需的原辅材料，机械设备，仪器仪表，零配件及相关技术的出口业务；经营企业的进料加工和""三来一补""业务；电石的生产和销售（分支机构经营）；片剂、硬胶囊剂、口服溶液剂的生产（分支机构经营）；PVC管材的销售；工程机械租赁；煤炭的生产与销售；管理、技术咨询。（法律、行政法规、国务院决定规定应经许可的，未获?",制造业,内蒙古
C600278,东方国际创业股份有限公司,Orient International Enterprise Ltd.,东方创业,600278,自营和代理除国家统一组织或核定经营的进出口商品以外的商品及技术进出口业务，“三来一补”和进料加工、生物、医药、化工产品的开发、生产、销售，国际货运代理，实业和高新技术产业投资，对销贸易、转口贸易和服务贸易，批发（非实物方式）销售预包装食品（含冷冻冷藏、不含熟食卤味），乳制品（含婴幼儿配方奶粉）。,批发和零售贸易,上海
C600279,重庆港九股份有限公司,"Chongqing Gangjiu Co.,Ltd.",重庆港九,600279,"    许可经营项目：长江干线及支流省际普通货船运输（按许可证核定内容从事经营），码头，港口旅客运输服务经营，在港区内从事货物装卸、驳运、仓储经营，港口机械、设施、设备租赁、维修业务经营。
    一般经营项目：商品储存（不含危险物品），船舶修理，代办客货运输及中转业务，普通机械及船舶零部件的制造，物流配送（不含运输），销售汽车（不含九座及以下乘用车）、电器机械及器材、化工原料及产品（不含危险化学品）、建筑材料（不含危险化学品）、橡胶制品、塑料制品、木材及制品、百货、工艺美术品（不含金饰品），货物进出口",交通运输、仓储业,重庆
C600280,南京中央商场(集团)股份有限公司,"Nanjing Central Emporium Stocks Co., Ltd.",中央商场,600280,"    许可经营项目：定型包装食品、保健食品、糖、酒、乳制品、干果、蜜饯、饮料、冷饮、水果、茶叶销售；房地产经营；烟、音像制品零售；
    一般经营项目：百货、针纺织品、服装、鞋帽、文化体育用品、工艺美术品、五金交电、化工产品、照相器材、电子计算机及配件、仪器仪表、机械、电子设备、汽车（不含九座以下乘用车）、汽车配件、劳保用品、家具用具、建筑材料、金属材料、木材、陶瓷制品、水暖器材、日用杂品、土畜产品、科技产品销售；广告业务；自营和代理商业系统的出口业务；经营连锁企业配送中心批发商品和连锁企业自用商品",批发和零售贸易,江苏
C600281,太原化工股份有限公司,"Taiyuan Chemical Industry Co.,Ltd.",太化股份,600281,研制、开发、生产、销售、化工产品及原料，化肥、焦炭、煤气，生物化工产品，精细化工产品；贵金属加工（除金银）；机械制造；工业用水生产；服装加工；信息咨询；房地产开发；化工产品来料加工；货物运输；劳务服务；批发零售仪器仪表，五金交电，金属材料，木材，建材，磁材；经营进出口业务（法律、法规非禁止的），经营进料加工和三来一补业务。液氯充装。气瓶定期检验。批发零售钢材、不锈钢制品，加工、销售预拌商品混凝土，仓储、物流。,制造业,山西
C600282,南京钢铁股份有限公司,"Nanjing Iron & Steel Co.,Ltd.",南钢股份,600282,许可经营项目：煤焦油、苯的生产和销售。一般危险化学品：3类易燃液体；4类易燃固体、自燃物品和遇湿易燃物品；5类氧化剂和有机过氧化物；6类第1项毒害品（不含剧毒品，不含农药）；8类腐蚀品（所有类型不得储存）的销售。一般经营项目：黑色金属冶炼及压延加工；炼铁、炼钢及钢压延加工产品及其副产品的销售；焦炭、焦化副产品的生产和销售；自产产品销售；钢铁产业的投资和资产管理；钢铁技术开发和咨询服务；废旧金属、物资的回收、利用；自营和代理各类商品及技术的进出口业务。,制造业,江苏
C600283,钱江水利开发股份有限公司,"Qianjiang Water Resources Development Co., ltd",钱江水利,600283,水力发电，供水(限分公司生产)，污水处理，污泥处置，排水，水利资源开发，水利工程承包，水产养殖，实业投资，经济信息咨询（不含证券、期货咨询），旅游服务（不含旅行社）。,电力、煤气及水的生产和供应业,浙江
C600284,上海浦东路桥建设股份有限公司,Shanghai Pudong Road & Bridge Construction Co;ltd,浦东建设,600284,"道路、公路、桥梁、各类基础工程施工，设备安装, 装饰装修工程施工，园林绿化工程，建材研制及生产，水利和港口工程建筑，房屋工程建筑，公路管理与养护，市政公共设施管理，工程准备，房地产开发经营，实业投资，高新技术开发，汽配、机械加工, 国内贸易(除专项规定)，从事货物及技术的进出口业务；城市轨道交通工程。从事道路技术专业领域内的技术开发、转让、咨询、服务业务。",建筑业,上海
C600285,河南羚锐制药股份有限公司,"Henan Lingrui Pharmaceutical Co., Ltd",羚锐制药,600285,"药品、保健食品、医疗器械、消毒用品、日用品的生产、销售（凭证）；新产品、新技术的研究、开发与技术服务；自营本企业自产产品及相关技术的出口业务；自营本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务；进料加工，""三来一补""；信息咨询服务；对房地产、技术贸易、文化教育、广告及宾馆行业的投资。",制造业,河南
C600287,江苏舜天股份有限公司,"Jiangsu Sainty Corp.,Ltd.",江苏舜天,600287,"自营和代理除国家组织统一联合经营的16种出口商品和国家实行核定公司经营的14种进口商品以外的商品及技术的进出口业务；开展""三来一补""、进料加工业务；经营对销贸易和转口贸易，国内贸易（国家有专项规定的办理许可证后经营），服装及纺织品的生产、加工。仓储，房屋租赁，室内外装饰，咨询服务。许可经营项目：危险化学品的批发（限按许可证所列经营项目）。",批发和零售贸易,江苏
C600288,大恒新纪元科技股份有限公司,"Daheng New Epoch Technology,Inc.",大恒科技,600288,光学、激光、红外元器件及设备、计算机软硬件、多媒体产品、办公自动化设备、医疗器械、精细化工及生物工程设备、音视频设备、通信导航产品、自动化控制设备、家用电器、电光源产品、高新技术产品的生产、开发、销售（国家有专项专营规定的除外）；商业、商品流通服务设施的建设的投资、经营；汽车（含小汽车）及配件的销售；机械、电子设备、黑色金属、仪器仪表、建筑材料、五金交电、化工产品及化工材料、轻工产品的组织生产、加工、销售、租赁、仓储运输。,信息技术业,北京
C600289,亿阳信通股份有限公司,Bright Oceans Inter-Telecom Corporation,亿阳信通,600289,计算机软、硬件技术开发、生产、销售及系统集成；通讯技术、网络信息安全技术和产品的研发、生产、销售及服务；无线网络规划设计及服务；通信设备、通信基站及配套设备、宽带网络产品及终端的生产、制造、销售；电信增值业务运营；高速公路机电系统、城市智能交通系统的咨询、设计、施工、管理运营、维护；公共安全技术防范工程设计、施工及维护；技术咨询、培训、服务、转让；国内贸易，自营和代理商品及技术进出口，经营进料加工和三来一补，经营对销贸易和转口贸易；室内装饰；仓储服务(法律行政法规禁止的不得经营）。,信息技术业,黑龙江
C600290,华仪电气股份有限公司,Huayi Electric Company Limited,华仪电气,600290,户内外高压断路器及配件、高压负荷开关及配件、接地开关系列、高压隔离开关及配件、变压器、预装式变电站、梅花触头系列及配件、配电自动化设备及系统、热控设备及系统的研发、生产、销售，工程服务；技术咨询服务；高低压成套开关设备生产、销售、安装、调试和技术咨询； 风力发电机组研发、生产、销售，风电场开发、建设；经营进出口业务。,制造业,浙江
C600291,内蒙古西水创业股份有限公司,"Xishui Strong Year Co., ltd Inner Mongloia",西水股份,600291,控股公司服务（股权投资与管理）；矿产品、建材产品、化工产品、机器设备、五金产品、电子产品的销售；机械设备租赁；软件开发。（法律、行政法规、国务院决定规定应经许可的，未获许可不得生产经营）,制造业,内蒙古
C600292,中电投远达环保(集团)股份有限公司,"CPI Yuanda Environmental-Protection (Grop) Co., Ltd.",中电远达,600292,废气治理、废水治理、固废治理以及节能减排项目工程建设、投资、运营、改造、副产品销售及技术服务；节能环保技术的研究、开发及服务；节能环保产品制造、销售及服务；核环保工程投资、建设、运营及技术服务（以上经营范围涉及行政许可的，在许可核定的范围和期限内经营，未取得许可或超过许可核定范围和期限的不得经营）（以工商注册为准）,电力、煤气及水的生产和供应业,重庆
C600293,湖北三峡新型建材股份有限公司,Hubei Sanxia New Building Materials Co.ltd,三峡新材,600293,浮法玻璃及玻璃深加工制品、石膏及制品等新型建材的生产与销售；建材及非金属矿产品的销售；新型建材的科研与开发；本企业自产产品及相关技术的出口业务；本企业所需原辅材料、设备及技术的进口业务。,制造业,湖北
C600295,内蒙古鄂尔多斯资源股份有限公司,"Inner Mongolia Eerduosi Resourses Co.,Ltd.",鄂尔多斯,600295,生产销售无毛绒、羊绒纱、羊绒衫等羊绒制品，及其他服装制品，以及相关技术咨询服务。,制造业,内蒙古
C600296,兰州铝业股份有限公司,"Lanzhou Aluminium Co.,Ltd",S兰铝,600296,铝冶炼、铝材加工、批发零售、技术培训，铝锭运输押运、汽车运输、建筑安装业务；境外期货业务。,制造业,甘肃
C600297,美罗药业股份有限公司,"Merro Pharmaceutical Co., ltd",美罗药业,600297,原料药、片剂、粉针剂、口服液、胶囊剂、滴眼剂、颗粒剂制造；保健食品的生产（只限分支机构）；化学试剂、玻璃仪器、日用百货、化妆品、保健食品的销售、相关技术转让及咨询；出口本企业生产的产品及相关技术、进口生产所需设备技术及原辅材料。,制造业,辽宁
C600298,安琪酵母股份有限公司,"Angel Yeast Co.,Ltd",安琪酵母,600298,其他食品（食品加工用酵母及酵母类制品（酵母，酵母葡聚糖，酵母浸出物），甜酒曲）生产销售、调味料、谷物碾磨加工品、鸡精的生产销售；保健食品生产销售；食品添加剂生产销售；复配食品添加剂生产销售；预包装食品销售；饮料（固体饮料类）生产销售；糖果制品（糖果）生产销售；生化产品的研制、开发；化学产品的生产、销售；生化设备、自控仪表、电气微机工程的加工、安装、调试；货物进出口、技术进出口业务（国家限定进出口的货物及技术除外）；普通货运；片剂、颗粒剂、硬胶囊剂、原料药、干酵母（限持有效许可证的分支机构经营）；,制造业,湖北
C600299,蓝星化工新材料股份有限公司,"Bluestar New Chemical Material Co., Ltd",蓝星新材,600299,有机硅单体及相关产品的研制、生产、销售；化学合成材料、化工产品的开发、生产、销售，进出口贸易。,制造业,北京
C600300,维维食品饮料股份有限公司,"V V Food & Beverage Co., ltd",维维股份,600300,"    许可经营项目：饮料（蛋白饮料类、固体饮料类、其他饮料类），方便食品（其他方便食品）、糕点（烘烤类糕点）、饼干生产，预包装食品、乳制品的批发及进出口业务，食品用塑料包装容器工具等制品（以行政部门核定为准）的生产、瓶（桶）装饮用水类、茶饮料类、果汁及蔬菜汁的生产，仓储运输。 
    一般经营项目：食品、饮料的研究、开发，谷物及薯类、包装材料的批发及进出口业务。",制造业,江苏
C600301,南宁化工股份有限公司,"Nanning Chemical Industry Co.,Ltd.",*ST南化,600301,"氯碱化学工业及其系列产品，农药、消毒剂、食品添加剂等无机和有机化工产品生产，工业用氧、工业用氮、溶解乙炔、液氯、液氨气体等压缩和液化气的生产；化工设计、科研、技术咨询、国内贸易(国家有专项规定的除外)，经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品除外）；经营进料加工和""三来一补""业务。",制造业,广西
C600302,西安标准工业股份有限公司,"Xian Typical Industries Co., Ltd",标准股份,600302,"系列工业缝制设备、特种工业缝纫机、机电一体化产品,机械设备的研制、开发及销售；高新技术产业的投资开发、生产及经营；房地产综合开发及物业管理；信息咨询服务；本企业自产产品及技术的出口业务；本企业生产所需的原辅材料、仪器仪表、机械设备、零部件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)；进料加工和“三来一补”业务。",制造业,陕西
C600303,辽宁曙光汽车集团股份有限公司,"Liaoning Sg Automotive Group Co.,Ltd.",曙光股份,600303,汽车前后桥、汽车底盘、汽车零部件制造、加工，汽车改装，汽车修理（设分支销售汽车及零部件）。经营本企业及所属企业自产产品及相关技术的出口业务；生产科研所需的原辅材料、机械设备、仪器仪表及相关技术进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营进料加工和“三来一补”业务。,制造业,辽宁
C600305,江苏恒顺醋业股份有限公司,"Jiangshu  Hengshun  Vinegar  Co., ltd",恒顺醋业,600305,生产销售食醋、酱油、酱菜、复合调味料、调味剂等系列调味品；副食品；粮油制品；饮料；色酒；恒顺牌恒顺胶囊及相关保健食品的生产、销售；粮食收购；预包装食品兼散装食品的批发与零售；技术咨询服务，食品机械加工销售；自营和代理各类商品及技术的进出口业务。,制造业,江苏
C600306,沈阳商业城股份有限公司,"Shen Yang Commercial City Co., ltd",商业城,600306,国内一般商业贸易（国家专营、专卖、专控商品需持证经营）；房屋、场地租赁；劳务服务、仓储运输服务；广告业务（分支机构经营）；预包装食品、散装食品、酒类、卷烟、雪茄零售；农副产品收购。乳制品（含婴幼儿配方乳粉）；初级农产品(含蔬菜)、水产品销售；单纯火锅；单纯烧烤；全部使用半成品加工；中餐类制售；西餐类制售；日餐类制售；韩餐类制售；含凉菜；含裱花蛋糕；含生食海产品；冷热饮品制售；现榨饮料；主食、热菜、面食、其他；图书报刊；滑冰场管理服务；计划生育和性保健用品。,批发和零售贸易,辽宁
